date,commodity,location,rainfall_mm,soil_quality,price_per_kg
2023-09-19,onion,Indore,150.34,Excellent,16.69
2023-09-20,urad,Lucknow,184.09,Average,62.68
2023-09-20,potato,Nagpur,122.71,Good,12.69
2023-09-21,moong,Nagpur,222.98,Good,82.2
2023-09-21,urad,Pune,106.31,Good,83.61
2023-09-21,gram,Hyderabad,136.7,Average,74.71
2023-09-21,tomato,Jaipur,146.25,Poor,34.5
2023-09-21,tur,Kanpur,107.51,Good,83.06
2023-09-21,tur,Jaipur,167.42,Excellent,73.13
2023-09-21,soyabean,Hyderabad,165.48,Good,39.7
2023-09-21,wheat,Patna,112.95,Good,28.81
2023-09-22,soyabean,Pune,201.95,Excellent,58.74
2023-09-22,onion,Jaipur,219.8,Good,17.86
2023-09-22,gram,Patna,155.33,Good,45.77
2023-09-22,rice,Hyderabad,144.39,Average,42.34
2023-09-23,onion,Ahmedabad,203.84,Good,21.31
2023-09-23,tur,Patna,141.56,Poor,59.86
2023-09-23,gram,Lucknow,224.3,Good,69.99
2023-09-24,wheat,Jaipur,207.77,Average,29.15
2023-09-24,potato,Bhopal,225.47,Good,12.17
2023-09-24,wheat,Nagpur,185.08,Good,17.81
2023-09-24,wheat,Bhopal,207.25,Average,30.71
2023-09-24,tur,Lucknow,123.72,Average,76.08
2023-09-25,urad,Lucknow,188.2,Good,87.68
2023-09-25,tur,Pune,194.61,Average,62.58
2023-09-26,urad,Ahmedabad,196.88,Average,50.11
2023-09-26,soyabean,Indore,193.62,Average,60.93
2023-09-26,moong,Lucknow,127.68,Average,53.16
2023-09-26,tur,Kanpur,173.19,Good,65.21
2023-09-27,tomato,Patna,237.27,Good,37.91
2023-09-27,onion,Kanpur,149.02,Good,15.67
2023-09-27,tomato,Patna,123.98,Good,36.53
2023-09-27,soyabean,Lucknow,182.63,Poor,47.75
2023-09-27,wheat,Bhopal,137.46,Excellent,19.13
2023-09-27,onion,Indore,226.82,Average,16.12
2023-09-29,rice,Nagpur,216.04,Average,37.81
2023-09-29,wheat,Ahmedabad,195.11,Average,21.74
2023-09-29,soyabean,Jaipur,193.84,Average,52.33
2023-09-30,tomato,Lucknow,152.2,Excellent,29.41
2023-09-30,tur,Jaipur,168.04,Good,81.91
2023-09-30,moong,Pune,161.52,Poor,66.14
2023-09-30,soyabean,Pune,137.31,Good,37.73
2023-09-30,tomato,Hyderabad,144.96,Good,26.64
2023-09-30,moong,Ahmedabad,154.37,Good,66.36
2023-09-30,gram,Lucknow,123.26,Average,62.52
2023-10-01,onion,Jaipur,22.49,Good,21.73
2023-10-01,urad,Hyderabad,4.71,Good,62.12
2023-10-01,soyabean,Bhopal,33.73,Good,63.62
2023-10-02,soyabean,Jaipur,18.18,Poor,46.51
2023-10-02,potato,Jaipur,30.35,Good,17.81
2023-10-03,rice,Bhopal,30.66,Good,46.99
2023-10-03,gram,Hyderabad,23.08,Average,61.41
2023-10-03,tomato,Pune,12.71,Good,35.13
2023-10-03,rice,Lucknow,0.94,Poor,30.37
2023-10-03,tur,Patna,10.0,Average,75.54
2023-10-03,tomato,Ahmedabad,6.59,Average,25.83
2023-10-04,onion,Jaipur,3.06,Average,24.98
2023-10-05,wheat,Lucknow,31.9,Poor,28.92
2023-10-05,soyabean,Nagpur,0.22,Excellent,41.23
2023-10-05,tomato,Hyderabad,10.24,Poor,34.42
2023-10-05,tomato,Indore,2.51,Average,32.9
2023-10-06,tomato,Kanpur,32.25,Average,33.47
2023-10-06,tur,Kanpur,42.97,Good,69.65
2023-10-06,gram,Patna,37.51,Good,47.49
2023-10-06,tomato,Hyderabad,25.63,Poor,34.68
2023-10-07,urad,Lucknow,24.61,Good,81.18
2023-10-07,urad,Ahmedabad,3.85,Excellent,79.79
2023-10-07,urad,Ahmedabad,7.8,Average,68.41
2023-10-07,rice,Hyderabad,3.93,Excellent,37.08
2023-10-07,tomato,Pune,41.58,Average,31.77
2023-10-08,tur,Nagpur,25.43,Good,71.36
2023-10-08,urad,Ahmedabad,44.78,Good,52.91
2023-10-09,wheat,Patna,45.34,Poor,27.02
2023-10-09,moong,Hyderabad,18.23,Average,78.39
2023-10-10,tur,Jaipur,28.23,Average,50.34
2023-10-10,rice,Ahmedabad,27.51,Average,28.2
2023-10-10,moong,Ahmedabad,49.84,Excellent,65.52
2023-10-11,moong,Lucknow,45.29,Poor,53.72
2023-10-11,moong,Hyderabad,12.76,Excellent,71.19
2023-10-12,potato,Indore,5.94,Excellent,19.18
2023-10-12,rice,Ahmedabad,48.04,Good,36.74
2023-10-13,soyabean,Bhopal,46.79,Good,49.76
2023-10-13,wheat,Bhopal,33.34,Average,26.64
2023-10-13,onion,Pune,3.01,Average,16.16
2023-10-13,onion,Indore,39.57,Average,25.52
2023-10-14,urad,Jaipur,9.65,Good,76.16
2023-10-15,tomato,Jaipur,47.39,Good,32.77
2023-10-15,onion,Ahmedabad,25.56,Excellent,14.36
2023-10-15,tomato,Nagpur,40.18,Excellent,27.16
2023-10-15,potato,Indore,36.71,Good,12.91
2023-10-16,urad,Lucknow,17.99,Excellent,63.65
2023-10-16,urad,Nagpur,48.11,Average,50.76
2023-10-17,soyabean,Lucknow,5.86,Average,43.74
2023-10-17,tomato,Ahmedabad,19.66,Average,33.69
2023-10-17,moong,Hyderabad,1.14,Poor,85.22
2023-10-17,moong,Indore,31.37,Good,76.9
2023-10-18,urad,Pune,36.72,Poor,48.78
2023-10-18,moong,Bhopal,10.98,Good,76.08
2023-10-18,soyabean,Patna,20.87,Average,46.34
2023-10-18,potato,Ahmedabad,8.38,Excellent,16.17
2023-10-19,rice,Ahmedabad,12.8,Good,31.01
2023-10-19,potato,Indore,21.31,Average,15.35
2023-10-19,tomato,Hyderabad,22.0,Excellent,36.11
2023-10-20,soyabean,Hyderabad,18.23,Good,62.58
2023-10-20,potato,Hyderabad,46.83,Good,18.77
2023-10-20,potato,Bhopal,23.69,Poor,12.59
2023-10-20,moong,Bhopal,2.5,Poor,92.36
2023-10-21,tomato,Patna,25.65,Average,21.67
2023-10-21,onion,Bhopal,5.99,Poor,18.84
2023-10-22,tomato,Jaipur,19.89,Poor,31.85
2023-10-23,wheat,Bhopal,10.72,Average,30.79
2023-10-23,wheat,Lucknow,37.82,Good,31.69
2023-10-23,gram,Patna,41.42,Good,73.72
2023-10-24,onion,Hyderabad,39.34,Average,23.45
2023-10-24,urad,Nagpur,44.61,Good,80.79
2023-10-24,soyabean,Indore,34.51,Good,61.31
2023-10-25,tomato,Nagpur,11.9,Average,29.09
2023-10-25,rice,Jaipur,17.58,Good,37.31
2023-10-25,urad,Jaipur,26.4,Average,59.33
2023-10-25,tomato,Lucknow,47.17,Good,23.14
2023-10-25,wheat,Indore,32.82,Average,24.55
2023-10-26,soyabean,Hyderabad,3.26,Good,48.35
2023-10-26,moong,Indore,21.44,Excellent,53.18
2023-10-26,soyabean,Hyderabad,23.86,Average,55.18
2023-10-26,wheat,Jaipur,23.94,Poor,25.17
2023-10-26,rice,Jaipur,42.03,Excellent,47.69
2023-10-26,tomato,Indore,10.34,Good,28.24
2023-10-27,urad,Nagpur,40.93,Poor,73.02
2023-10-27,moong,Kanpur,10.07,Good,64.15
2023-10-27,soyabean,Kanpur,27.9,Good,58.95
2023-10-27,urad,Pune,3.89,Good,78.99
2023-10-28,moong,Hyderabad,46.0,Average,82.21
2023-10-28,tomato,Kanpur,44.4,Average,33.71
2023-10-29,moong,Kanpur,28.0,Good,83.02
2023-10-29,rice,Kanpur,31.95,Excellent,33.06
2023-10-30,wheat,Pune,27.72,Good,18.24
2023-10-30,tur,Hyderabad,37.06,Average,77.82
2023-10-30,soyabean,Bhopal,47.66,Good,57.13
2023-10-30,tomato,Nagpur,49.33,Excellent,37.83
2023-10-31,onion,Kanpur,14.86,Average,17.76
2023-10-31,gram,Patna,22.51,Average,51.14
2023-10-31,gram,Lucknow,9.09,Excellent,72.52
2023-11-01,tur,Pune,4.9,Average,50.09
2023-11-01,gram,Kanpur,19.0,Good,45.89
2023-11-01,gram,Ahmedabad,12.81,Average,62.61
2023-11-01,onion,Patna,42.0,Excellent,23.11
2023-11-01,rice,Kanpur,43.1,Poor,28.61
2023-11-02,wheat,Ahmedabad,40.39,Good,27.78
2023-11-02,urad,Lucknow,11.27,Good,56.47
2023-11-02,rice,Indore,16.22,Poor,32.87
2023-11-02,rice,Kanpur,25.96,Good,39.23
2023-11-03,wheat,Kanpur,15.66,Excellent,24.34
2023-11-03,onion,Pune,14.77,Good,20.59
2023-11-03,moong,Hyderabad,23.29,Average,66.12
2023-11-03,moong,Ahmedabad,17.22,Average,56.92
2023-11-04,wheat,Bhopal,10.56,Average,30.31
2023-11-04,tur,Ahmedabad,35.64,Good,85.57
2023-11-04,gram,Kanpur,23.65,Good,69.07
2023-11-04,tomato,Nagpur,23.22,Good,33.1
2023-11-05,gram,Jaipur,9.95,Excellent,61.99
2023-11-05,tur,Hyderabad,21.11,Poor,50.1
2023-11-05,tur,Indore,26.33,Poor,69.38
2023-11-05,moong,Hyderabad,34.62,Excellent,54.96
2023-11-06,rice,Indore,26.07,Average,46.88
2023-11-06,tomato,Ahmedabad,6.1,Excellent,26.53
2023-11-06,wheat,Nagpur,11.09,Poor,27.8
2023-11-07,tomato,Pune,43.98,Average,34.72
2023-11-07,potato,Indore,29.53,Average,10.96
2023-11-07,moong,Nagpur,18.77,Good,63.19
2023-11-07,moong,Lucknow,30.49,Average,65.19
2023-11-08,potato,Indore,20.74,Good,15.57
2023-11-08,onion,Bhopal,43.58,Average,18.92
2023-11-08,moong,Patna,4.1,Good,86.24
2023-11-08,tomato,Ahmedabad,49.04,Good,34.02
2023-11-08,wheat,Pune,4.36,Poor,32.42
2023-11-08,potato,Indore,35.45,Good,13.47
2023-11-08,gram,Pune,13.31,Good,51.33
2023-11-08,moong,Bhopal,24.25,Poor,93.97
2023-11-09,tur,Nagpur,16.5,Good,83.27
2023-11-09,gram,Lucknow,2.87,Good,66.09
2023-11-09,onion,Pune,40.79,Good,16.33
2023-11-09,tur,Nagpur,23.66,Poor,89.53
2023-11-09,moong,Nagpur,19.01,Good,97.08
2023-11-10,potato,Patna,9.38,Average,15.25
2023-11-10,onion,Jaipur,1.86,Average,20.24
2023-11-10,rice,Kanpur,18.91,Good,44.36
2023-11-10,tomato,Kanpur,34.42,Average,33.96
2023-11-11,rice,Nagpur,26.66,Good,40.22
2023-11-11,wheat,Ahmedabad,4.23,Good,32.08
2023-11-11,tur,Bhopal,22.39,Good,55.33
2023-11-12,gram,Kanpur,36.6,Excellent,62.84
2023-11-12,rice,Pune,42.32,Good,42.93
2023-11-12,tur,Kanpur,0.41,Average,77.2
2023-11-12,moong,Indore,41.12,Average,82.54
2023-11-13,onion,Pune,17.94,Good,24.29
2023-11-13,soyabean,Kanpur,8.23,Average,50.36
2023-11-13,rice,Nagpur,17.41,Good,50.29
2023-11-14,onion,Bhopal,22.31,Good,18.56
2023-11-14,wheat,Lucknow,5.83,Poor,23.53
2023-11-14,potato,Ahmedabad,20.9,Average,17.69
2023-11-14,wheat,Indore,16.9,Good,22.81
2023-11-15,potato,Bhopal,22.82,Poor,13.78
2023-11-15,urad,Pune,45.53,Average,52.74
2023-11-15,rice,Nagpur,41.66,Excellent,35.6
2023-11-16,gram,Lucknow,22.44,Poor,73.73
2023-11-16,onion,Pune,45.75,Good,17.89
2023-11-17,potato,Indore,5.62,Good,12.29
2023-11-17,onion,Jaipur,21.51,Good,23.64
2023-11-17,moong,Bhopal,15.93,Excellent,57.38
2023-11-17,rice,Hyderabad,45.32,Average,48.04
2023-11-17,potato,Nagpur,39.1,Good,12.45
2023-11-18,potato,Kanpur,29.86,Good,18.07
2023-11-18,gram,Ahmedabad,8.4,Good,53.55
2023-11-18,tomato,Pune,1.93,Good,32.05
2023-11-18,potato,Lucknow,20.67,Good,15.43
2023-11-18,onion,Bhopal,8.35,Poor,25.86
2023-11-19,rice,Ahmedabad,29.01,Good,41.26
2023-11-19,urad,Indore,27.67,Good,67.23
2023-11-19,tur,Ahmedabad,6.72,Good,59.67
2023-11-19,tomato,Jaipur,39.1,Average,38.53
2023-11-19,onion,Bhopal,15.23,Good,16.36
2023-11-20,onion,Indore,3.67,Average,18.87
2023-11-20,tomato,Ahmedabad,15.68,Excellent,22.0
2023-11-21,onion,Kanpur,49.08,Average,23.57
2023-11-21,onion,Patna,43.98,Average,18.75
2023-11-21,onion,Bhopal,8.54,Poor,16.11
2023-11-21,moong,Hyderabad,46.52,Average,56.32
2023-11-21,urad,Jaipur,8.98,Good,80.88
2023-11-21,gram,Bhopal,20.64,Average,44.68
2023-11-21,soyabean,Patna,15.42,Average,63.61
2023-11-22,rice,Patna,1.89,Average,32.36
2023-11-22,soyabean,Pune,46.97,Poor,57.08
2023-11-22,wheat,Bhopal,21.39,Good,29.05
2023-11-23,tomato,Bhopal,12.71,Good,35.53
2023-11-23,gram,Ahmedabad,0.52,Excellent,69.24
2023-11-23,rice,Hyderabad,21.16,Average,39.37
2023-11-24,onion,Kanpur,48.64,Average,23.52
2023-11-24,rice,Hyderabad,41.04,Poor,40.64
2023-11-24,soyabean,Ahmedabad,37.14,Average,49.06
2023-11-24,rice,Nagpur,33.96,Average,42.97
2023-11-24,urad,Indore,12.64,Good,76.46
2023-11-24,moong,Nagpur,44.55,Excellent,73.29
2023-11-25,onion,Bhopal,42.58,Poor,22.96
2023-11-25,wheat,Jaipur,5.33,Good,24.89
2023-11-25,moong,Nagpur,19.94,Average,55.06
2023-11-25,tomato,Ahmedabad,40.74,Good,29.6
2023-11-26,onion,Kanpur,28.3,Good,18.46
2023-11-26,tomato,Jaipur,18.02,Good,37.87
2023-11-26,urad,Nagpur,16.58,Good,49.45
2023-11-27,moong,Indore,19.48,Good,94.75
2023-11-27,urad,Pune,37.32,Average,69.04
2023-11-28,wheat,Pune,29.76,Average,19.89
2023-11-28,rice,Jaipur,48.85,Good,48.35
2023-11-28,rice,Ahmedabad,47.57,Average,44.46
2023-11-28,rice,Patna,47.77,Excellent,33.76
2023-11-28,wheat,Jaipur,5.22,Average,25.0
2023-11-29,rice,Lucknow,5.66,Excellent,36.47
2023-11-29,onion,Ahmedabad,46.02,Average,21.53
2023-11-29,urad,Jaipur,2.04,Average,87.13
2023-11-29,soyabean,Indore,42.92,Good,47.76
2023-11-29,tur,Bhopal,32.24,Excellent,60.34
2023-11-29,urad,Nagpur,11.89,Good,53.86
2023-11-29,potato,Lucknow,41.29,Good,17.8
2023-11-29,moong,Kanpur,36.84,Average,57.7
2023-11-30,wheat,Hyderabad,4.28,Average,18.52
2023-11-30,rice,Nagpur,24.24,Good,28.29
2023-11-30,potato,Lucknow,15.83,Poor,15.82
2023-12-01,rice,Bhopal,21.54,Average,35.85
2023-12-01,potato,Ahmedabad,43.32,Good,10.84
2023-12-01,gram,Lucknow,14.42,Good,48.39
2023-12-01,tur,Jaipur,45.81,Good,81.8
2023-12-01,urad,Bhopal,19.12,Good,65.43
2023-12-01,soyabean,Hyderabad,18.13,Good,63.11
2023-12-01,gram,Bhopal,21.93,Average,69.01
2023-12-01,rice,Indore,39.77,Excellent,39.52
2023-12-02,tomato,Patna,40.89,Excellent,25.87
2023-12-02,potato,Bhopal,47.7,Good,15.39
2023-12-02,moong,Hyderabad,28.72,Average,94.81
2023-12-03,gram,Hyderabad,41.81,Poor,42.77
2023-12-03,moong,Lucknow,0.66,Average,81.01
2023-12-04,moong,Pune,48.89,Average,87.19
2023-12-04,rice,Indore,45.28,Average,46.75
2023-12-04,gram,Jaipur,32.85,Excellent,45.62
2023-12-04,urad,Bhopal,15.66,Good,61.14
2023-12-04,tomato,Pune,46.66,Good,28.72
2023-12-05,tur,Lucknow,40.79,Good,89.1
2023-12-06,moong,Jaipur,10.96,Average,71.65
2023-12-06,urad,Nagpur,15.81,Poor,68.89
2023-12-06,gram,Indore,22.58,Average,64.04
2023-12-06,potato,Pune,31.29,Average,16.61
2023-12-06,soyabean,Ahmedabad,15.21,Poor,50.72
2023-12-07,onion,Indore,24.81,Average,21.17
2023-12-08,potato,Kanpur,37.25,Good,17.05
2023-12-08,urad,Lucknow,7.36,Average,86.97
2023-12-08,wheat,Nagpur,15.2,Good,25.04
2023-12-08,tomato,Indore,19.01,Good,35.26
2023-12-08,moong,Hyderabad,35.6,Good,96.94
2023-12-08,onion,Kanpur,46.31,Good,24.58
2023-12-08,soyabean,Patna,28.05,Poor,55.42
2023-12-08,soyabean,Indore,12.98,Good,48.27
2023-12-09,urad,Pune,16.74,Good,68.66
2023-12-09,tur,Jaipur,36.58,Average,82.19
2023-12-09,potato,Nagpur,43.39,Average,15.97
2023-12-09,onion,Bhopal,49.06,Good,14.91
2023-12-10,urad,Bhopal,26.47,Good,59.55
2023-12-10,tomato,Bhopal,5.4,Excellent,29.63
2023-12-10,onion,Indore,21.68,Excellent,21.12
2023-12-10,gram,Nagpur,40.28,Good,62.2
2023-12-10,tur,Jaipur,24.67,Poor,74.98
2023-12-10,tomato,Jaipur,22.59,Good,38.23
2023-12-10,tomato,Bhopal,19.95,Excellent,38.96
2023-12-10,urad,Bhopal,5.74,Excellent,72.04
2023-12-10,tur,Hyderabad,44.35,Good,78.7
2023-12-10,soyabean,Nagpur,40.68,Good,45.27
2023-12-10,gram,Hyderabad,26.89,Good,54.71
2023-12-11,onion,Ahmedabad,34.88,Average,21.69
2023-12-11,gram,Hyderabad,24.29,Average,45.69
2023-12-11,potato,Hyderabad,40.93,Excellent,16.54
2023-12-11,soyabean,Jaipur,35.98,Average,40.12
2023-12-11,potato,Jaipur,24.89,Average,13.97
2023-12-11,wheat,Pune,10.22,Excellent,18.92
2023-12-11,onion,Patna,36.41,Average,14.77
2023-12-11,urad,Kanpur,20.01,Average,69.17
2023-12-11,urad,Jaipur,25.79,Poor,82.65
2023-12-11,tur,Bhopal,2.46,Average,62.51
2023-12-11,soyabean,Lucknow,34.82,Good,59.81
2023-12-12,rice,Patna,32.09,Poor,36.72
2023-12-12,onion,Indore,48.53,Average,15.05
2023-12-12,gram,Hyderabad,39.39,Good,66.7
2023-12-13,moong,Kanpur,42.84,Good,88.07
2023-12-14,tur,Jaipur,19.89,Average,85.55
2023-12-14,tur,Ahmedabad,14.29,Good,55.62
2023-12-15,tomato,Ahmedabad,38.32,Good,25.53
2023-12-15,tur,Jaipur,39.23,Good,58.06
2023-12-15,gram,Pune,29.23,Good,70.25
2023-12-16,onion,Nagpur,6.76,Good,24.51
2023-12-16,onion,Kanpur,12.72,Good,20.85
2023-12-17,onion,Bhopal,4.28,Good,23.3
2023-12-17,urad,Pune,30.96,Good,62.12
2023-12-17,tomato,Indore,29.64,Average,35.37
2023-12-17,urad,Nagpur,36.08,Excellent,49.82
2023-12-17,tomato,Bhopal,45.16,Good,27.96
2023-12-18,urad,Lucknow,26.12,Good,65.43
2023-12-18,tomato,Pune,49.02,Good,37.38
2023-12-18,onion,Ahmedabad,24.91,Average,17.74
2023-12-19,soyabean,Lucknow,39.68,Good,53.9
2023-12-19,potato,Indore,33.82,Poor,11.47
2023-12-19,wheat,Ahmedabad,8.28,Excellent,20.9
2023-12-19,wheat,Hyderabad,34.55,Average,31.02
2023-12-19,wheat,Kanpur,37.02,Excellent,23.7
2023-12-20,wheat,Ahmedabad,48.37,Excellent,17.69
2023-12-20,onion,Indore,33.57,Excellent,23.11
2023-12-21,gram,Kanpur,33.09,Poor,73.44
2023-12-22,rice,Patna,17.77,Excellent,29.23
2023-12-23,tur,Pune,48.81,Average,49.5
2023-12-23,urad,Indore,11.92,Good,83.69
2023-12-23,gram,Bhopal,18.97,Good,64.71
2023-12-23,soyabean,Kanpur,3.95,Excellent,59.0
2023-12-24,tomato,Kanpur,47.19,Poor,29.38
2023-12-24,potato,Lucknow,1.6,Average,16.67
2023-12-24,moong,Patna,4.58,Average,95.34
2023-12-24,potato,Bhopal,14.68,Average,18.51
2023-12-24,onion,Kanpur,42.98,Average,21.29
2023-12-24,tur,Patna,26.24,Good,67.35
2023-12-24,gram,Kanpur,44.71,Good,57.24
2023-12-25,wheat,Nagpur,14.37,Good,29.67
2023-12-25,wheat,Indore,24.5,Average,31.91
2023-12-25,tomato,Indore,13.03,Average,33.66
2023-12-25,moong,Ahmedabad,37.25,Good,90.35
2023-12-26,gram,Jaipur,23.36,Good,55.04
2023-12-27,onion,Lucknow,3.06,Average,18.43
2023-12-27,tur,Nagpur,21.57,Good,65.07
2023-12-27,onion,Bhopal,49.73,Good,25.51
2023-12-27,potato,Hyderabad,2.7,Good,15.95
2023-12-28,potato,Jaipur,28.83,Good,16.12
2023-12-29,urad,Lucknow,39.56,Good,86.67
2023-12-29,tomato,Hyderabad,48.05,Poor,28.79
2023-12-29,tomato,Kanpur,25.14,Good,38.35
2023-12-29,tur,Ahmedabad,38.8,Average,78.59
2023-12-29,moong,Hyderabad,3.09,Excellent,71.62
2023-12-30,soyabean,Bhopal,15.32,Excellent,42.22
2023-12-30,tur,Jaipur,47.98,Poor,79.95
2023-12-30,tur,Lucknow,47.96,Average,66.82
2023-12-30,soyabean,Jaipur,20.03,Excellent,45.08
2023-12-30,urad,Lucknow,3.97,Poor,61.45
2023-12-31,potato,Patna,22.39,Average,18.53
2023-12-31,onion,Jaipur,25.8,Average,16.23
2024-01-01,potato,Indore,32.11,Excellent,16.1
2024-01-01,urad,Patna,43.9,Average,53.98
2024-01-01,moong,Pune,26.08,Excellent,81.15
2024-01-02,soyabean,Indore,0.95,Excellent,60.48
2024-01-02,urad,Ahmedabad,7.08,Good,53.26
2024-01-02,rice,Kanpur,45.26,Average,31.17
2024-01-02,moong,Bhopal,14.38,Excellent,68.26
2024-01-02,onion,Nagpur,9.02,Excellent,14.26
2024-01-02,onion,Bhopal,26.77,Average,24.0
2024-01-03,urad,Jaipur,0.37,Excellent,49.88
2024-01-03,tur,Lucknow,4.97,Good,75.42
2024-01-03,soyabean,Lucknow,8.88,Average,52.05
2024-01-03,potato,Ahmedabad,49.73,Good,16.28
2024-01-04,tur,Nagpur,6.99,Poor,51.16
2024-01-04,gram,Nagpur,47.81,Good,65.64
2024-01-04,urad,Lucknow,32.77,Excellent,77.49
2024-01-04,tur,Lucknow,39.33,Good,55.51
2024-01-05,potato,Kanpur,25.87,Average,11.74
2024-01-05,onion,Indore,13.86,Excellent,25.03
2024-01-05,tomato,Lucknow,42.7,Good,28.12
2024-01-05,rice,Pune,8.92,Average,31.71
2024-01-06,soyabean,Kanpur,1.82,Good,38.03
2024-01-07,moong,Indore,17.67,Average,64.0
2024-01-07,rice,Bhopal,4.94,Good,43.35
2024-01-07,tur,Indore,27.12,Average,65.95
2024-01-07,wheat,Patna,5.36,Excellent,25.81
2024-01-07,urad,Pune,9.63,Good,62.96
2024-01-07,potato,Pune,1.72,Good,13.83
2024-01-08,urad,Bhopal,10.1,Good,88.27
2024-01-08,soyabean,Nagpur,7.33,Good,62.77
2024-01-08,potato,Patna,0.79,Average,14.45
2024-01-09,potato,Bhopal,10.36,Good,17.92
2024-01-09,rice,Hyderabad,15.77,Excellent,35.21
2024-01-09,tur,Ahmedabad,46.17,Excellent,76.32
2024-01-09,gram,Hyderabad,14.34,Average,54.49
2024-01-10,gram,Jaipur,36.16,Average,44.14
2024-01-11,moong,Patna,14.63,Good,64.29
2024-01-11,potato,Patna,12.44,Average,12.49
2024-01-11,soyabean,Jaipur,33.95,Good,55.95
2024-01-12,onion,Nagpur,40.05,Good,19.84
2024-01-12,potato,Hyderabad,14.72,Excellent,17.99
2024-01-12,rice,Lucknow,40.41,Average,35.12
2024-01-12,potato,Pune,44.26,Excellent,17.09
2024-01-12,tur,Nagpur,42.83,Poor,59.6
2024-01-12,potato,Patna,35.81,Excellent,15.59
2024-01-12,tomato,Jaipur,9.2,Average,29.03
2024-01-12,soyabean,Pune,28.35,Good,58.39
2024-01-13,wheat,Nagpur,3.29,Average,17.71
2024-01-13,onion,Kanpur,31.79,Average,24.46
2024-01-13,tomato,Kanpur,36.03,Good,32.56
2024-01-13,wheat,Ahmedabad,25.63,Good,25.0
2024-01-14,gram,Indore,38.97,Excellent,44.2
2024-01-14,potato,Patna,15.81,Good,12.01
2024-01-15,moong,Kanpur,12.17,Good,78.34
2024-01-15,moong,Jaipur,28.92,Good,89.37
2024-01-15,onion,Pune,0.54,Average,24.38
2024-01-15,moong,Jaipur,34.45,Excellent,62.66
2024-01-15,potato,Pune,36.27,Good,10.63
2024-01-15,wheat,Ahmedabad,34.2,Good,30.92
2024-01-16,rice,Kanpur,11.62,Good,49.92
2024-01-16,onion,Hyderabad,10.32,Poor,24.31
2024-01-16,soyabean,Ahmedabad,12.91,Good,63.91
2024-01-16,tur,Indore,0.16,Excellent,73.14
2024-01-16,tur,Nagpur,44.43,Average,60.22
2024-01-17,urad,Lucknow,31.64,Average,53.24
2024-01-17,potato,Ahmedabad,13.75,Excellent,12.35
2024-01-18,soyabean,Nagpur,25.93,Excellent,62.44
2024-01-19,rice,Kanpur,28.55,Excellent,48.35
2024-01-19,wheat,Indore,21.61,Average,21.1
2024-01-19,moong,Patna,6.0,Excellent,84.49
2024-01-20,soyabean,Kanpur,32.89,Excellent,49.99
2024-01-20,tur,Ahmedabad,22.6,Average,70.98
2024-01-20,soyabean,Indore,22.3,Good,58.95
2024-01-21,gram,Bhopal,32.94,Average,69.31
2024-01-21,moong,Patna,33.01,Good,93.34
2024-01-21,potato,Hyderabad,31.57,Average,19.48
2024-01-21,wheat,Nagpur,49.12,Average,26.23
2024-01-22,soyabean,Indore,31.26,Average,54.7
2024-01-22,moong,Bhopal,6.32,Average,69.13
2024-01-22,tur,Ahmedabad,6.08,Good,75.57
2024-01-23,tur,Jaipur,22.05,Good,79.9
2024-01-24,rice,Hyderabad,19.78,Average,43.91
2024-01-24,moong,Patna,42.51,Good,65.1
2024-01-24,tomato,Nagpur,14.95,Poor,34.33
2024-01-24,soyabean,Patna,3.78,Good,50.3
2024-01-24,potato,Bhopal,23.45,Poor,11.04
2024-01-24,rice,Indore,12.36,Average,46.25
2024-01-24,onion,Lucknow,32.39,Excellent,21.52
2024-01-25,soyabean,Ahmedabad,13.5,Average,51.44
2024-01-25,rice,Hyderabad,19.38,Good,47.03
2024-01-25,soyabean,Lucknow,46.61,Excellent,40.82
2024-01-25,wheat,Nagpur,10.3,Good,25.04
2024-01-26,urad,Jaipur,26.7,Excellent,47.77
2024-01-26,gram,Indore,18.05,Average,56.77
2024-01-26,tur,Pune,4.2,Good,81.35
2024-01-26,moong,Pune,5.77,Average,76.25
2024-01-27,moong,Kanpur,43.11,Average,77.82
2024-01-27,soyabean,Pune,49.88,Poor,55.15
2024-01-27,rice,Nagpur,20.08,Average,43.76
2024-01-28,potato,Hyderabad,32.54,Good,19.23
2024-01-28,gram,Hyderabad,29.71,Good,48.36
2024-01-29,onion,Ahmedabad,30.09,Excellent,17.93
2024-01-29,potato,Pune,32.01,Good,14.58
2024-01-29,onion,Lucknow,32.0,Excellent,15.89
2024-01-30,onion,Pune,36.92,Good,15.97
2024-01-31,onion,Jaipur,49.62,Good,25.83
2024-01-31,tur,Ahmedabad,25.3,Average,76.0
2024-01-31,moong,Kanpur,33.46,Good,91.4
2024-02-01,onion,Kanpur,39.51,Good,23.15
2024-02-01,moong,Hyderabad,40.5,Good,91.67
2024-02-01,moong,Bhopal,17.95,Good,74.15
2024-02-01,tomato,Bhopal,28.17,Good,29.41
2024-02-01,potato,Patna,43.08,Good,15.8
2024-02-02,wheat,Kanpur,26.46,Good,30.15
2024-02-02,rice,Kanpur,4.85,Average,46.2
2024-02-02,rice,Bhopal,20.22,Excellent,46.14
2024-02-02,moong,Lucknow,23.18,Good,88.22
2024-02-03,urad,Lucknow,41.84,Excellent,83.68
2024-02-03,wheat,Patna,19.37,Excellent,31.95
